,pKa
4a4g/4a4g_cplx.pdb, 2.99
4bps/4bps_cplx.pdb, 2.99
1ecq/1ecq_cplx.pdb, 3.00
1hqg/1hqg_cplx.pdb, 3.00
1mcz/1mcz_cplx.pdb, 3.00
1ux7/1ux7_cplx.pdb, 3.00
1w7h/1w7h_cplx.pdb, 3.00
1wbg/1wbg_cplx.pdb, 3.00
1wbo/1wbo_cplx.pdb, 3.00
1ws4/1ws4_cplx.pdb, 3.00
1yc5/1yc5_cplx.pdb, 3.00
1z9h/1z9h_cplx.pdb, 3.00
1zm7/1zm7_cplx.pdb, 3.00
2f1b/2f1b_cplx.pdb, 3.00
2h2e/2h2e_cplx.pdb, 3.00
2q8h/2q8h_cplx.pdb, 3.00
2r0y/2r0y_cplx.pdb, 3.00
2rka/2rka_cplx.pdb, 3.00
2v3u/2v3u_cplx.pdb, 3.00
2vin/2vin_cplx.pdb, 3.00
2vtm/2vtm_cplx.pdb, 3.00
2wa3/2wa3_cplx.pdb, 3.00
2xgm/2xgm_cplx.pdb, 3.00
2xgo/2xgo_cplx.pdb, 3.00
2xp3/2xp3_cplx.pdb, 3.00
2ych/2ych_cplx.pdb, 3.00
3ap7/3ap7_cplx.pdb, 3.00
3d9o/3d9o_cplx.pdb, 3.00
3eka/3eka_cplx.pdb, 3.00
3grj/3grj_cplx.pdb, 3.00
3ime/3ime_cplx.pdb, 3.00
3nf8/3nf8_cplx.pdb, 3.00
3nk8/3nk8_cplx.pdb, 3.00
3ob0/3ob0_cplx.pdb, 3.00
4b2i/4b2i_cplx.pdb, 3.00
4fe9/4fe9_cplx.pdb, 3.00
4k0o/4k0o_cplx.pdb, 3.00
4k5z/4k5z_cplx.pdb, 3.00
4k64/4k64_cplx.pdb, 3.00
4k72/4k72_cplx.pdb, 3.00
4l51/4l51_cplx.pdb, 3.00
4l5j/4l5j_cplx.pdb, 3.00
4lkh/4lkh_cplx.pdb, 3.00
4llk/4llk_cplx.pdb, 3.00
4m5r/4m5r_cplx.pdb, 3.00
4o7d/4o7d_cplx.pdb, 3.00
4oyp/4oyp_cplx.pdb, 3.00
4oz2/4oz2_cplx.pdb, 3.00
4r3w/4r3w_cplx.pdb, 3.00
4txs/4txs_cplx.pdb, 3.00
4u0w/4u0w_cplx.pdb, 3.00
4wh9/4wh9_cplx.pdb, 3.00
5a5o/5a5o_cplx.pdb, 3.00
5aqr/5aqr_cplx.pdb, 3.00
5c7b/5c7b_cplx.pdb, 3.00
5ehw/5ehw_cplx.pdb, 3.00
5fnq/5fnq_cplx.pdb, 3.00
5jah/5jah_cplx.pdb, 3.00
5l97/5l97_cplx.pdb, 3.00
5lz2/5lz2_cplx.pdb, 3.00
5tpc/5tpc_cplx.pdb, 3.00
5u66/5u66_cplx.pdb, 3.00
5ye8/5ye8_cplx.pdb, 3.00
6fh6/6fh6_cplx.pdb, 3.00
6fh7/6fh7_cplx.pdb, 3.00
6ftz/6ftz_cplx.pdb, 3.00
6gjy/6gjy_cplx.pdb, 3.00
1g42/1g42_cplx.pdb, 3.01
1utm/1utm_cplx.pdb, 3.01
4g0p/4g0p_cplx.pdb, 3.01
5jan/5jan_cplx.pdb, 3.01
2vmd/2vmd_cplx.pdb, 3.02
3dc2/3dc2_cplx.pdb, 3.02
3fuk/3fuk_cplx.pdb, 3.02
4q81/4q81_cplx.pdb, 3.02
4xm8/4xm8_cplx.pdb, 3.02
5z4h/5z4h_cplx.pdb, 3.02
6f6n/6f6n_cplx.pdb, 3.02
1ogd/1ogd_cplx.pdb, 3.03
1ws5/1ws5_cplx.pdb, 3.03
2ggu/2ggu_cplx.pdb, 3.03
2ha3/2ha3_cplx.pdb, 3.03
3adv/3adv_cplx.pdb, 3.03
3esj/3esj_cplx.pdb, 3.03
4lm2/4lm2_cplx.pdb, 3.03
4qp2/4qp2_cplx.pdb, 3.03
5aoi/5aoi_cplx.pdb, 3.03
1rtf/1rtf_cplx.pdb, 3.04
2pcu/2pcu_cplx.pdb, 3.04
3ay0/3ay0_cplx.pdb, 3.04
3t08/3t08_cplx.pdb, 3.04
3t1m/3t1m_cplx.pdb, 3.04
3zvv/3zvv_cplx.pdb, 3.04
4i7k/4i7k_cplx.pdb, 3.04
4lm4/4lm4_cplx.pdb, 3.04
5fls/5fls_cplx.pdb, 3.04
1f74/1f74_cplx.pdb, 3.05
1gvk/1gvk_cplx.pdb, 3.05
1gzg/1gzg_cplx.pdb, 3.05
1o41/1o41_cplx.pdb, 3.05
1pum/1pum_cplx.pdb, 3.05
1uj5/1uj5_cplx.pdb, 3.05
1uj6/1uj6_cplx.pdb, 3.05
2ohl/2ohl_cplx.pdb, 3.05
2vcw/2vcw_cplx.pdb, 3.05
4g5f/4g5f_cplx.pdb, 3.05
4guj/4guj_cplx.pdb, 3.05
4u5v/4u5v_cplx.pdb, 3.05
5abe/5abe_cplx.pdb, 3.05
5ort/5ort_cplx.pdb, 3.05
2jfh/2jfh_cplx.pdb, 3.06
2ksa/2ksa_cplx.pdb, 3.06
3atm/3atm_cplx.pdb, 3.06
3hw1/3hw1_cplx.pdb, 3.06
3rxi/3rxi_cplx.pdb, 3.06
3rxj/3rxj_cplx.pdb, 3.06
4csy/4csy_cplx.pdb, 3.06
4nyi/4nyi_cplx.pdb, 3.06
1rnm/1rnm_cplx.pdb, 3.07
1s26/1s26_cplx.pdb, 3.07
3mof/3mof_cplx.pdb, 3.07
4yrs/4yrs_cplx.pdb, 3.07
1hiy/1hiy_cplx.pdb, 3.08
1y1z/1y1z_cplx.pdb, 3.08
4yv1/4yv1_cplx.pdb, 3.08
5ehv/5ehv_cplx.pdb, 3.08
6ew6/6ew6_cplx.pdb, 3.08
1mdl/1mdl_cplx.pdb, 3.09
1ugw/1ugw_cplx.pdb, 3.09
4eh5/4eh5_cplx.pdb, 3.09
1a5v/1a5v_cplx.pdb, 3.10
1af2/1af2_cplx.pdb, 3.10
1ec9/1ec9_cplx.pdb, 3.10
1pu7/1pu7_cplx.pdb, 3.10
1pu8/1pu8_cplx.pdb, 3.10
1swi/1swi_cplx.pdb, 3.10
2xdl/2xdl_cplx.pdb, 3.10
3buf/3buf_cplx.pdb, 3.10
3f78/3f78_cplx.pdb, 3.10
3mo8/3mo8_cplx.pdb, 3.10
4cjr/4cjr_cplx.pdb, 3.10
4j79/4j79_cplx.pdb, 3.10
4kz6/4kz6_cplx.pdb, 3.10
4pl6/4pl6_cplx.pdb, 3.10
4pxf/4pxf_cplx.pdb, 3.10
4y2j/4y2j_cplx.pdb, 3.10
4y64/4y64_cplx.pdb, 3.10
5aqq/5aqq_cplx.pdb, 3.10
5cr7/5cr7_cplx.pdb, 3.10
5eh8/5eh8_cplx.pdb, 3.10
5ggo/5ggo_cplx.pdb, 3.10
5lzg/5lzg_cplx.pdb, 3.10
5lzh/5lzh_cplx.pdb, 3.10
5orw/5orw_cplx.pdb, 3.10
1k2i/1k2i_cplx.pdb, 3.11
1uod/1uod_cplx.pdb, 3.11
2ay6/2ay6_cplx.pdb, 3.11
2lto/2lto_cplx.pdb, 3.11
2lwi/2lwi_cplx.pdb, 3.11
3c2r/3c2r_cplx.pdb, 3.11
3msj/3msj_cplx.pdb, 3.11
4aj1/4aj1_cplx.pdb, 3.11
4ajk/4ajk_cplx.pdb, 3.11
4d52/4d52_cplx.pdb, 3.11
4gbz/4gbz_cplx.pdb, 3.11
4wf4/4wf4_cplx.pdb, 3.11
5enb/5enb_cplx.pdb, 3.11
1h9l/1h9l_cplx.pdb, 3.12
2ksb/2ksb_cplx.pdb, 3.12
4bt3/4bt3_cplx.pdb, 3.12
4cgi/4cgi_cplx.pdb, 3.12
4uct/4uct_cplx.pdb, 3.12
5ey4/5ey4_cplx.pdb, 3.12
1ax0/1ax0_cplx.pdb, 3.13
3kac/3kac_cplx.pdb, 3.13
5c5t/5c5t_cplx.pdb, 3.13
2f1a/2f1a_cplx.pdb, 3.14
2ya7/2ya7_cplx.pdb, 3.14
3odk/3odk_cplx.pdb, 3.14
4b34/4b34_cplx.pdb, 3.14
6cea/6cea_cplx.pdb, 3.14
1e6q/1e6q_cplx.pdb, 3.15
1eei/1eei_cplx.pdb, 3.15
1k9q/1k9q_cplx.pdb, 3.15
1noi/1noi_cplx.pdb, 3.15
1noj/1noj_cplx.pdb, 3.15
1nok/1nok_cplx.pdb, 3.15
1rin/1rin_cplx.pdb, 3.15
2fr8/2fr8_cplx.pdb, 3.15
2p8n/2p8n_cplx.pdb, 3.15
3cgy/3cgy_cplx.pdb, 3.15
3e73/3e73_cplx.pdb, 3.15
4de5/4de5_cplx.pdb, 3.15
4fzj/4fzj_cplx.pdb, 3.15
4lw1/4lw1_cplx.pdb, 3.15
4x0z/4x0z_cplx.pdb, 3.15
5e5g/5e5g_cplx.pdb, 3.15
5flo/5flo_cplx.pdb, 3.15
5fnf/5fnf_cplx.pdb, 3.15
2ymd/2ymd_cplx.pdb, 3.16
3ad8/3ad8_cplx.pdb, 3.16
3ecn/3ecn_cplx.pdb, 3.16
3f34/3f34_cplx.pdb, 3.16
3f35/3f35_cplx.pdb, 3.16
3kpu/3kpu_cplx.pdb, 3.16
3lk0/3lk0_cplx.pdb, 3.16
4eh2/4eh2_cplx.pdb, 3.16
4pli/4pli_cplx.pdb, 3.16
5n1x/5n1x_cplx.pdb, 3.16
4hnc/4hnc_cplx.pdb, 3.17
4uce/4uce_cplx.pdb, 3.17
4x3i/4x3i_cplx.pdb, 3.17
5fot/5fot_cplx.pdb, 3.17
5fox/5fox_cplx.pdb, 3.17
5ose/5ose_cplx.pdb, 3.17
6cv8/6cv8_cplx.pdb, 3.17
1b9s/1b9s_cplx.pdb, 3.18
1lbk/1lbk_cplx.pdb, 3.18
1ro7/1ro7_cplx.pdb, 3.18
2wik/2wik_cplx.pdb, 3.18
3at1/3at1_cplx.pdb, 3.18
3bug/3bug_cplx.pdb, 3.18
3kid/3kid_cplx.pdb, 3.18
1o6i/1o6i_cplx.pdb, 3.19
2zdx/2zdx_cplx.pdb, 3.19
3dxh/3dxh_cplx.pdb, 3.19
3g1v/3g1v_cplx.pdb, 3.19
4gzx/4gzx_cplx.pdb, 3.19
4mlx/4mlx_cplx.pdb, 3.19
6f6i/6f6i_cplx.pdb, 3.19
1axz/1axz_cplx.pdb, 3.20
2nd0/2nd0_cplx.pdb, 3.20
2w0x/2w0x_cplx.pdb, 3.20
2wij/2wij_cplx.pdb, 3.20
3kab/3kab_cplx.pdb, 3.20
4nrm/4nrm_cplx.pdb, 3.20
5cs6/5cs6_cplx.pdb, 3.20
5d9p/5d9p_cplx.pdb, 3.20
5flp/5flp_cplx.pdb, 3.20
5ijr/5ijr_cplx.pdb, 3.20
1s5z/1s5z_cplx.pdb, 3.21
3fty/3fty_cplx.pdb, 3.21
5mwo/5mwo_cplx.pdb, 3.21
5osd/5osd_cplx.pdb, 3.21
6tim/6tim_cplx.pdb, 3.21
1br6/1br6_cplx.pdb, 3.22
1e6s/1e6s_cplx.pdb, 3.22
1e72/1e72_cplx.pdb, 3.22
1evh/1evh_cplx.pdb, 3.22
1ew9/1ew9_cplx.pdb, 3.22
1k1y/1k1y_cplx.pdb, 3.22
1q5l/1q5l_cplx.pdb, 3.22
1qwu/1qwu_cplx.pdb, 3.22
1tog/1tog_cplx.pdb, 3.22
1x6u/1x6u_cplx.pdb, 3.22
1zc9/1zc9_cplx.pdb, 3.22
2bv4/2bv4_cplx.pdb, 3.22
2ri9/2ri9_cplx.pdb, 3.22
2uy3/2uy3_cplx.pdb, 3.22
3aru/3aru_cplx.pdb, 3.22
3i8t/3i8t_cplx.pdb, 3.22
4n5d/4n5d_cplx.pdb, 3.22
4tyl/4tyl_cplx.pdb, 3.22
4wn0/4wn0_cplx.pdb, 3.22
5n1y/5n1y_cplx.pdb, 3.22
5ou2/5ou2_cplx.pdb, 3.22
5y79/5y79_cplx.pdb, 3.22
1px4/1px4_cplx.pdb, 3.23
2gmk/2gmk_cplx.pdb, 3.23
3zsy/3zsy_cplx.pdb, 3.23
4kc4/4kc4_cplx.pdb, 3.23
4lm1/4lm1_cplx.pdb, 3.23
4unp/4unp_cplx.pdb, 3.23
5ene/5ene_cplx.pdb, 3.23
5qay/5qay_cplx.pdb, 3.23
2r8q/2r8q_cplx.pdb, 3.24
3qfz/3qfz_cplx.pdb, 3.24
4b2l/4b2l_cplx.pdb, 3.24
4k60/4k60_cplx.pdb, 3.24
4luo/4luo_cplx.pdb, 3.24
4qlk/4qlk_cplx.pdb, 3.24
4y2u/4y2u_cplx.pdb, 3.24
5o0a/5o0a_cplx.pdb, 3.24
6er3/6er3_cplx.pdb, 3.24
6g9b/6g9b_cplx.pdb, 3.24
1v2j/1v2j_cplx.pdb, 3.25
2ndo/2ndo_cplx.pdb, 3.25
3ta1/3ta1_cplx.pdb, 3.25
4lm0/4lm0_cplx.pdb, 3.25
4zij/4zij_cplx.pdb, 3.25
5oxl/5oxl_cplx.pdb, 3.25
1l5s/1l5s_cplx.pdb, 3.26
3t1l/3t1l_cplx.pdb, 3.26
4egh/4egh_cplx.pdb, 3.26
4k66/4k66_cplx.pdb, 3.26
4wkt/4wkt_cplx.pdb, 3.26
5yas/5yas_cplx.pdb, 3.26
1axr/1axr_cplx.pdb, 3.27
3ioe/3ioe_cplx.pdb, 3.27
4jbl/4jbl_cplx.pdb, 3.27
5jzs/5jzs_cplx.pdb, 3.27
5kdf/5kdf_cplx.pdb, 3.27
1bcu/1bcu_cplx.pdb, 3.28
1g9t/1g9t_cplx.pdb, 3.28
1x07/1x07_cplx.pdb, 3.28
2xgs/2xgs_cplx.pdb, 3.28
3d52/3d52_cplx.pdb, 3.28
3ms4/3ms4_cplx.pdb, 3.28
3tfu/3tfu_cplx.pdb, 3.28
3zsx/3zsx_cplx.pdb, 3.28
4eh7/4eh7_cplx.pdb, 3.28
4fl1/4fl1_cplx.pdb, 3.28
4yv0/4yv0_cplx.pdb, 3.28
5moe/5moe_cplx.pdb, 3.28
5odu/5odu_cplx.pdb, 3.28
5yf1/5yf1_cplx.pdb, 3.28
5z4o/5z4o_cplx.pdb, 3.28
1ax1/1ax1_cplx.pdb, 3.29
4f20/4f20_cplx.pdb, 3.29
5duw/5duw_cplx.pdb, 3.29
1d7j/1d7j_cplx.pdb, 3.30
1k9r/1k9r_cplx.pdb, 3.30
1lt6/1lt6_cplx.pdb, 3.30
1o4e/1o4e_cplx.pdb, 3.30
1phw/1phw_cplx.pdb, 3.30
1tpw/1tpw_cplx.pdb, 3.30
1zd2/1zd2_cplx.pdb, 3.30
1zd3/1zd3_cplx.pdb, 3.30
2aq7/2aq7_cplx.pdb, 3.30
2aqb/2aqb_cplx.pdb, 3.30
2hd1/2hd1_cplx.pdb, 3.30
2uxx/2uxx_cplx.pdb, 3.30
2vw2/2vw2_cplx.pdb, 3.30
2w0s/2w0s_cplx.pdb, 3.30
2xml/2xml_cplx.pdb, 3.30
3aaq/3aaq_cplx.pdb, 3.30
3avg/3avg_cplx.pdb, 3.30
3avh/3avh_cplx.pdb, 3.30
3avi/3avi_cplx.pdb, 3.30
3avj/3avj_cplx.pdb, 3.30
3avk/3avk_cplx.pdb, 3.30
3avm/3avm_cplx.pdb, 3.30
3avn/3avn_cplx.pdb, 3.30
3ch9/3ch9_cplx.pdb, 3.30
3gv6/3gv6_cplx.pdb, 3.30
3h2c/3h2c_cplx.pdb, 3.30
3hcm/3hcm_cplx.pdb, 3.30
3i90/3i90_cplx.pdb, 3.30
3i91/3i91_cplx.pdb, 3.30
3l7g/3l7g_cplx.pdb, 3.30
3n1v/3n1v_cplx.pdb, 3.30
3n1w/3n1w_cplx.pdb, 3.30
3n3l/3n3l_cplx.pdb, 3.30
3n45/3n45_cplx.pdb, 3.30
4b6f/4b6f_cplx.pdb, 3.30
4ddh/4ddh_cplx.pdb, 3.30
4gj8/4gj8_cplx.pdb, 3.30
4gj9/4gj9_cplx.pdb, 3.30
4j58/4j58_cplx.pdb, 3.30
4jss/4jss_cplx.pdb, 3.30
4mrw/4mrw_cplx.pdb, 3.30
4msa/4msa_cplx.pdb, 3.30
4np3/4np3_cplx.pdb, 3.30
4ojq/4ojq_cplx.pdb, 3.30
4oue/4oue_cplx.pdb, 3.30
4tz8/4tz8_cplx.pdb, 3.30
4u6e/4u6e_cplx.pdb, 3.30
4ucr/4ucr_cplx.pdb, 3.30
4x13/4x13_cplx.pdb, 3.30
5ejw/5ejw_cplx.pdb, 3.30
5g45/5g45_cplx.pdb, 3.30
5ggp/5ggp_cplx.pdb, 3.30
5l96/5l96_cplx.pdb, 3.30
5mgg/5mgg_cplx.pdb, 3.30
5mgl/5mgl_cplx.pdb, 3.30
5mgm/5mgm_cplx.pdb, 3.30
5mt0/5mt0_cplx.pdb, 3.30
5mt4/5mt4_cplx.pdb, 3.30
5oul/5oul_cplx.pdb, 3.30
5v19/5v19_cplx.pdb, 3.30
5vdo/5vdo_cplx.pdb, 3.30
5vdr/5vdr_cplx.pdb, 3.30
5vds/5vds_cplx.pdb, 3.30
6bsx/6bsx_cplx.pdb, 3.30
1i2s/1i2s_cplx.pdb, 3.31
1pzp/1pzp_cplx.pdb, 3.31
3msc/3msc_cplx.pdb, 3.31
4kc2/4kc2_cplx.pdb, 3.31
5c7a/5c7a_cplx.pdb, 3.31
5fe7/5fe7_cplx.pdb, 3.31
5l98/5l98_cplx.pdb, 3.31
5os1/5os1_cplx.pdb, 3.31
1pzo/1pzo_cplx.pdb, 3.32
2wk6/2wk6_cplx.pdb, 3.32
4a4e/4a4e_cplx.pdb, 3.32
4cjp/4cjp_cplx.pdb, 3.32
4i7j/4i7j_cplx.pdb, 3.32
5l99/5l99_cplx.pdb, 3.32
5tg4/5tg4_cplx.pdb, 3.32
6dlx/6dlx_cplx.pdb, 3.32
188l/188l_cplx.pdb, 3.33
1jlr/1jlr_cplx.pdb, 3.33
2a3b/2a3b_cplx.pdb, 3.33
2pnc/2pnc_cplx.pdb, 3.33
4ab9/4ab9_cplx.pdb, 3.33
4b0b/4b0b_cplx.pdb, 3.33
4b5t/4b5t_cplx.pdb, 3.33
4b5w/4b5w_cplx.pdb, 3.33
4k2y/4k2y_cplx.pdb, 3.33
4pd9/4pd9_cplx.pdb, 3.33
6mv3/6mv3_cplx.pdb, 3.33
2xoi/2xoi_cplx.pdb, 3.34
3f33/3f33_cplx.pdb, 3.34
3ry8/3ry8_cplx.pdb, 3.34
4b32/4b32_cplx.pdb, 3.34
4bt4/4bt4_cplx.pdb, 3.34
4cp5/4cp5_cplx.pdb, 3.34
4gwk/4gwk_cplx.pdb, 3.34
4yuy/4yuy_cplx.pdb, 3.34
5ehi/5ehi_cplx.pdb, 3.34
2qcm/2qcm_cplx.pdb, 3.35
3c2o/3c2o_cplx.pdb, 3.35
3pwk/3pwk_cplx.pdb, 3.35
3zxe/3zxe_cplx.pdb, 3.35
4gnf/4gnf_cplx.pdb, 3.35
4joh/4joh_cplx.pdb, 3.35
4lkq/4lkq_cplx.pdb, 3.35
4u7o/4u7o_cplx.pdb, 3.35
4ucu/4ucu_cplx.pdb, 3.35
4wet/4wet_cplx.pdb, 3.35
5wxp/5wxp_cplx.pdb, 3.35
1ahy/1ahy_cplx.pdb, 3.36
2ha7/2ha7_cplx.pdb, 3.36
2pvv/2pvv_cplx.pdb, 3.36
2vc7/2vc7_cplx.pdb, 3.36
3av9/3av9_cplx.pdb, 3.36
3zzh/3zzh_cplx.pdb, 3.36
4cj4/4cj4_cplx.pdb, 3.36
4wyp/4wyp_cplx.pdb, 3.36
5orz/5orz_cplx.pdb, 3.36
6gxw/6gxw_cplx.pdb, 3.36
187l/187l_cplx.pdb, 3.37
1tnh/1tnh_cplx.pdb, 3.37
1v2u/1v2u_cplx.pdb, 3.37
1v2v/1v2v_cplx.pdb, 3.37
2c6g/2c6g_cplx.pdb, 3.37
2n8t/2n8t_cplx.pdb, 3.37
3d8z/3d8z_cplx.pdb, 3.37
3n35/3n35_cplx.pdb, 3.37
4b33/4b33_cplx.pdb, 3.37
4mrd/4mrd_cplx.pdb, 3.37
1z34/1z34_cplx.pdb, 3.38
2fzg/2fzg_cplx.pdb, 3.38
3a73/3a73_cplx.pdb, 3.38
3tay/3tay_cplx.pdb, 3.38
3w07/3w07_cplx.pdb, 3.38
4qll/4qll_cplx.pdb, 3.38
5l8o/5l8o_cplx.pdb, 3.38
1toj/1toj_cplx.pdb, 3.39
2j9h/2j9h_cplx.pdb, 3.39
3mrx/3mrx_cplx.pdb, 3.39
4ipn/4ipn_cplx.pdb, 3.39
4lhm/4lhm_cplx.pdb, 3.39
4ms0/4ms0_cplx.pdb, 3.39
5jzb/5jzb_cplx.pdb, 3.39
5lsh/5lsh_cplx.pdb, 3.39
5mxk/5mxk_cplx.pdb, 3.39
5os5/5os5_cplx.pdb, 3.39
1bxr/1bxr_cplx.pdb, 3.40
1f8d/1f8d_cplx.pdb, 3.40
1hxk/1hxk_cplx.pdb, 3.40
1ikt/1ikt_cplx.pdb, 3.40
1il9/1il9_cplx.pdb, 3.40
1jt1/1jt1_cplx.pdb, 3.40
1l83/1l83_cplx.pdb, 3.40
1m83/1m83_cplx.pdb, 3.40
1uz4/1uz4_cplx.pdb, 3.40
1way/1way_cplx.pdb, 3.40
220l/220l_cplx.pdb, 3.40
223l/223l_cplx.pdb, 3.40
2jbu/2jbu_cplx.pdb, 3.40
2jqk/2jqk_cplx.pdb, 3.40
2q8i/2q8i_cplx.pdb, 3.40
2qcd/2qcd_cplx.pdb, 3.40
2rnx/2rnx_cplx.pdb, 3.40
3d8y/3d8y_cplx.pdb, 3.40
3jzh/3jzh_cplx.pdb, 3.40
3k26/3k26_cplx.pdb, 3.40
4abe/4abe_cplx.pdb, 3.40
5afl/5afl_cplx.pdb, 3.40
5o4t/5o4t_cplx.pdb, 3.40
5qaw/5qaw_cplx.pdb, 3.40
5qaz/5qaz_cplx.pdb, 3.40
5uah/5uah_cplx.pdb, 3.40
6fg6/6fg6_cplx.pdb, 3.40
2v2c/2v2c_cplx.pdb, 3.41
3nba/3nba_cplx.pdb, 3.41
4yas/4yas_cplx.pdb, 3.41
6ce8/6ce8_cplx.pdb, 3.41
1hyz/1hyz_cplx.pdb, 3.42
2qtn/2qtn_cplx.pdb, 3.42
2sim/2sim_cplx.pdb, 3.42
2w08/2w08_cplx.pdb, 3.42
3iob/3iob_cplx.pdb, 3.42
3kqp/3kqp_cplx.pdb, 3.42
3muk/3muk_cplx.pdb, 3.42
3px9/3px9_cplx.pdb, 3.42
4c71/4c71_cplx.pdb, 3.42
4d8a/4d8a_cplx.pdb, 3.42
4llj/4llj_cplx.pdb, 3.42
4mi9/4mi9_cplx.pdb, 3.42
4n8q/4n8q_cplx.pdb, 3.42
5i38/5i38_cplx.pdb, 3.42
5yij/5yij_cplx.pdb, 3.42
1kti/1kti_cplx.pdb, 3.43
1ywi/1ywi_cplx.pdb, 3.43
2c57/2c57_cplx.pdb, 3.43
2wig/2wig_cplx.pdb, 3.43
2xog/2xog_cplx.pdb, 3.43
3axz/3axz_cplx.pdb, 3.43
3ms7/3ms7_cplx.pdb, 3.43
4k67/4k67_cplx.pdb, 3.43
4kw6/4kw6_cplx.pdb, 3.43
5aqv/5aqv_cplx.pdb, 3.43
5ehg/5ehg_cplx.pdb, 3.43
5osl/5osl_cplx.pdb, 3.43
2xp5/2xp5_cplx.pdb, 3.44
3as2/3as2_cplx.pdb, 3.44
4b4n/4b4n_cplx.pdb, 3.44
4umc/4umc_cplx.pdb, 3.44
5wi0/5wi0_cplx.pdb, 3.44
6exs/6exs_cplx.pdb, 3.44
3nik/3nik_cplx.pdb, 3.45
4c6z/4c6z_cplx.pdb, 3.45
5ory/5ory_cplx.pdb, 3.45
1moq/1moq_cplx.pdb, 3.46
1t48/1t48_cplx.pdb, 3.46
1wcc/1wcc_cplx.pdb, 3.46
2wi2/2wi2_cplx.pdb, 3.46
2wi3/2wi3_cplx.pdb, 3.46
3blu/3blu_cplx.pdb, 3.46
3dla/3dla_cplx.pdb, 3.46
3muz/3muz_cplx.pdb, 3.46
3nil/3nil_cplx.pdb, 3.46
3nuy/3nuy_cplx.pdb, 3.46
4bhf/4bhf_cplx.pdb, 3.46
4gby/4gby_cplx.pdb, 3.46
4k5p/4k5p_cplx.pdb, 3.46
4nrq/4nrq_cplx.pdb, 3.46
4qp6/4qp6_cplx.pdb, 3.46
4tz2/4tz2_cplx.pdb, 3.46
5qal/5qal_cplx.pdb, 3.46
3mtd/3mtd_cplx.pdb, 3.47
3nf7/3nf7_cplx.pdb, 3.47
3ta0/3ta0_cplx.pdb, 3.47
4d2d/4d2d_cplx.pdb, 3.47
4epy/4epy_cplx.pdb, 3.47
4h42/4h42_cplx.pdb, 3.47
5ai4/5ai4_cplx.pdb, 3.47
5ma7/5ma7_cplx.pdb, 3.47
1osv/1osv_cplx.pdb, 3.48
1tsi/1tsi_cplx.pdb, 3.48
2c90/2c90_cplx.pdb, 3.48
2f10/2f10_cplx.pdb, 3.48
2p3i/2p3i_cplx.pdb, 3.48
3d9m/3d9m_cplx.pdb, 3.48
3g1d/3g1d_cplx.pdb, 3.48
3gx0/3gx0_cplx.pdb, 3.48
3nyd/3nyd_cplx.pdb, 3.48
4k7n/4k7n_cplx.pdb, 3.48
5eh7/5eh7_cplx.pdb, 3.48
5fni/5fni_cplx.pdb, 3.48
5qaj/5qaj_cplx.pdb, 3.48
5xg5/5xg5_cplx.pdb, 3.48
5z9e/5z9e_cplx.pdb, 3.48
1c5o/1c5o_cplx.pdb, 3.49
1gzc/1gzc_cplx.pdb, 3.49
1pzj/1pzj_cplx.pdb, 3.49
1utn/1utn_cplx.pdb, 3.49
2ggx/2ggx_cplx.pdb, 3.49
2qcf/2qcf_cplx.pdb, 3.49
3d1v/3d1v_cplx.pdb, 3.49
4avs/4avs_cplx.pdb, 3.49
4b5s/4b5s_cplx.pdb, 3.49
4nyj/4nyj_cplx.pdb, 3.49
5ak6/5ak6_cplx.pdb, 3.49
5eok/5eok_cplx.pdb, 3.49
5fnd/5fnd_cplx.pdb, 3.49
5i25/5i25_cplx.pdb, 3.49
5ybi/5ybi_cplx.pdb, 3.49
6b0v/6b0v_cplx.pdb, 3.49
6d9x/6d9x_cplx.pdb, 3.49
3fcl/3fcl_cplx.pdb, 3.50
4i7p/4i7p_cplx.pdb, 3.50
4n3w/4n3w_cplx.pdb, 3.50
4wey/4wey_cplx.pdb, 3.50
6gbe/6gbe_cplx.pdb, 3.50
1gz9/1gz9_cplx.pdb, 3.51
2ohm/2ohm_cplx.pdb, 3.51
2r0h/2r0h_cplx.pdb, 3.51
3nus/3nus_cplx.pdb, 3.51
4lpf/4lpf_cplx.pdb, 3.51
5aqt/5aqt_cplx.pdb, 3.51
5cp9/5cp9_cplx.pdb, 3.51
5dtt/5dtt_cplx.pdb, 3.51
5h1u/5h1u_cplx.pdb, 3.51
5m4q/5m4q_cplx.pdb, 3.51
5mby/5mby_cplx.pdb, 3.51
5orx/5orx_cplx.pdb, 3.51
5qaf/5qaf_cplx.pdb, 3.51
1imx/1imx_cplx.pdb, 3.52
1jys/1jys_cplx.pdb, 3.52
1o4d/1o4d_cplx.pdb, 3.52
1o4f/1o4f_cplx.pdb, 3.52
1ysg/1ysg_cplx.pdb, 3.52
2fyv/2fyv_cplx.pdb, 3.52
2j27/2j27_cplx.pdb, 3.52
2vw1/2vw1_cplx.pdb, 3.52
3c14/3c14_cplx.pdb, 3.52
3lcu/3lcu_cplx.pdb, 3.52
3mfw/3mfw_cplx.pdb, 3.52
3qw6/3qw6_cplx.pdb, 3.52
3tf7/3tf7_cplx.pdb, 3.52
3zlv/3zlv_cplx.pdb, 3.52
3zly/3zly_cplx.pdb, 3.52
4c70/4c70_cplx.pdb, 3.52
